scale,spec_country,steel_kind,pt_thick,pt_width,pt_length,hsb,fur_no,fur_input_row,fur_heat_temp,fur_heat_time,fur_soak_temp,fur_soak_time,fur_total_time,rolling_method,rolling_temp,descaling_count,work_group,bf_temp
불량,미국,C,21,2200,41700,적용,3호기,1열,1174,76,1167,49,223,CR(제어압연),1037.0,8,1조,130.0
불량,한국,C,21,2200,41700,적용,3호기,1열,1174,76,1167,49,229,CR(제어압연),1037.0,8,1조,130.0
불량,한국,C,32,2200,37400,미적용,1호기,2열,1166,75,1166,72,251,CR(제어압연),901.0,8,1조,265.0
양품,일본,C,20,2600,44600,적용,3호기,2열,1173,78,1167,55,201,CR(제어압연),976.0,8,1조,191.0
불량,한국,C,22,2300,36500,적용,2호기,1열,1162,74,1163,65,221,CR(제어압연),1005.0,8,1조,158.0
불량,영국,C,22,2300,36500,적용,2호기,1열,1162,74,1163,65,206,CR(제어압연),1005.0,7,1조,158.0
불량,미국,C,22,2200,36500,적용,2호기,2열,1164,71,1165,73,236,CR(제어압연),1006.0,8,1조,159.0
불량,한국,C,22,2200,36500,적용,2호기,2열,1164,71,1165,73,222,CR(제어압연),1006.0,8,1조,159.0
불량,일본,C,20,2600,45600,적용,1호기,1열,1165,78,1163,71,242,CR(제어압연),1004.0,8,1조,159.0
불량,일본,C,20,2200,41700,적용,3호기,1열,1170,66,1167,60,207,CR(제어압연),1018.0,8,1조,149.0
불량,일본,C,20,2200,43100,적용,3호기,2열,1171,65,1167,64,221,CR(제어압연),1030.0,8,1조,137.0
불량,일본,C,20,2200,36700,적용,1호기,2열,1171,99,1167,54,215,CR(제어압연),1005.0,8,1조,162.0
불량,일본,C,20,2000,42800,적용,2호기,1열,1165,76,1165,62,217,CR(제어압연),1024.0,8,1조,141.0
불량,영국,C,20,2200,43500,적용,2호기,2열,1161,62,1166,75,230,CR(제어압연),1027.0,8,1조,139.0
불량,일본,C,20,2200,42100,적용,1호기,2열,1177,88,1171,58,221,CR(제어압연),1035.0,8,1조,136.0
불량,일본,C,20,2200,43700,적용,1호기,1열,1169,77,1165,73,232,CR(제어압연),1031.0,8,1조,134.0
불량,프랑스,C,20,2100,43800,적용,2호기,1열,1161,74,1162,54,215,CR(제어압연),1016.0,10,1조,146.0
불량,일본,C,19,2000,38800,적용,2호기,2열,1172,72,1166,54,231,CR(제어압연),1027.0,10,1조,139.0
불량,일본,C,20,2000,40800,적용,3호기,1열,1170,67,1166,64,217,CR(제어압연),1035.0,8,1조,131.0
불량,프랑스,C,19,2100,43700,적용,3호기,2열,1147,56,1161,73,214,CR(제어압연),1017.0,10,1조,144.0
불량,일본,C,19,2000,38800,적용,1호기,1열,1164,76,1162,69,223,CR(제어압연),1029.0,10,1조,133.0
불량,프랑스,C,18,2200,43600,적용,1호기,2열,1166,80,1165,61,231,CR(제어압연),1014.0,10,2조,151.0
불량,일본,C,18,2400,42300,적용,2호기,1열,1156,66,1163,61,225,CR(제어압연),1010.0,10,2조,153.0
불량,한국,C,18,2400,42300,적용,2호기,1열,1156,66,1163,61,230,CR(제어압연),1010.0,10,2조,153.0
불량,프랑스,C,18,2300,40400,적용,2호기,2열,1160,65,1165,61,214,CR(제어압연),1015.0,10,2조,150.0
양품,일본,C,16,2200,43600,적용,3호기,2열,1163,57,1166,67,228,CR(제어압연),959.5744680851063,10,2조,206.42553191489367
양품,일본,C,16,2200,43600,적용,3호기,1열,1169,64,1164,61,188,CR(제어압연),959.5744680851063,10,2조,204.42553191489367
양품,일본,C,16,2200,43600,적용,1호기,1열,1166,68,1161,103,266,CR(제어압연),999.0,10,2조,162.0
양품,일본,C,16,2300,43200,적용,1호기,2열,1176,85,1165,87,276,CR(제어압연),1000.0,10,2조,165.0
양품,일본,C,20,2700,54300,적용,3호기,1열,1159,70,1157,89,264,CR(제어압연),991.0,8,2조,166.0
양품,한국,C,20,2700,54300,적용,3호기,1열,1159,70,1157,89,246,CR(제어압연),991.0,8,2조,166.0
양품,한국,C,20,2700,54300,적용,3호기,1열,1159,70,1157,89,229,CR(제어압연),991.0,8,2조,166.0
양품,한국,C,23,2800,46400,적용,3호기,2열,1163,68,1159,83,228,CR(제어압연),995.0,8,2조,164.0
양품,한국,C,14,2800,50200,적용,2호기,1열,1143,59,1156,103,256,CR(제어압연),945.0,10,2조,211.0
양품,한국,C,14,2800,50300,적용,2호기,2열,1161,78,1157,83,238,CR(제어압연),941.0,10,2조,216.0
양품,미국,C,16,2700,48800,적용,1호기,1열,1169,64,1158,94,213,CR(제어압연),962.0,10,2조,196.0
양품,프랑스,C,16,2700,53000,적용,1호기,2열,1176,84,1163,78,242,CR(제어압연),952.0,10,2조,211.0
양품,독일,C,16,2700,53000,적용,1호기,2열,1176,84,1163,78,252,CR(제어압연),952.0,10,2조,211.0
양품,영국,C,16,2700,53000,적용,1호기,2열,1176,84,1163,78,237,CR(제어압연),952.0,10,2조,211.0
양품,한국,C,23,2800,46400,적용,3호기,1열,1161,68,1156,85,213,CR(제어압연),979.0,8,2조,177.0
양품,한국,C,23,2800,46400,적용,3호기,2열,1163,68,1158,85,224,CR(제어압연),993.0,8,2조,165.0
불량,일본,C,30,2300,30700,적용,2호기,2열,1167,81,1157,80,230,CR(제어압연),1038.0,8,2조,119.0
불량,프랑스,C,30,2200,38900,적용,2호기,1열,1155,74,1153,92,249,CR(제어압연),1004.0,8,2조,149.0
불량,영국,C,30,2200,38900,적용,2호기,1열,1155,74,1153,92,256,CR(제어압연),1004.0,8,2조,149.0
불량,영국,C,30,2200,38900,적용,2호기,1열,1155,74,1153,92,261,CR(제어압연),1004.0,8,2조,149.0
불량,일본,C,30,2300,30700,적용,1호기,1열,1164,66,1158,92,237,CR(제어압연),1022.0,8,2조,136.0
불량,일본,C,40,2200,30700,적용,3호기,1열,1162,78,1156,78,250,CR(제어압연),1043.0,6,2조,113.0
불량,일본,C,30,2300,30700,적용,1호기,2열,1163,61,1159,87,217,CR(제어압연),1024.0,8,2조,135.0
불량,일본,C,30,2300,30700,적용,2호기,1열,1154,72,1155,85,231,CR(제어압연),1029.0,8,2조,126.0
불량,일본,C,40,2200,30700,적용,3호기,2열,1154,65,1156,96,235,CR(제어압연),1046.0,6,2조,110.0
불량,일본,C,30,2300,30700,적용,2호기,2열,1162,82,1156,92,254,CR(제어압연),1035.0,8,2조,121.0
불량,일본,C,30,2300,30700,적용,3호기,1열,1164,62,1159,84,226,CR(제어압연),1034.0,8,2조,125.0
불량,일본,C,30,2300,30700,적용,3호기,2열,1165,79,1158,85,249,CR(제어압연),1032.0,8,2조,126.0
불량,일본,C,30,2300,30700,적용,1호기,1열,1164,77,1157,95,267,CR(제어압연),1031.0,8,2조,126.0
불량,일본,C,30,2300,30700,적용,1호기,2열,1160,65,1158,88,233,CR(제어압연),1032.0,8,2조,126.0
불량,일본,C,30,2300,30700,적용,2호기,1열,1153,74,1155,94,229,CR(제어압연),1020.0,8,2조,135.0
불량,일본,C,30,2300,30700,적용,2호기,2열,1160,71,1157,97,237,CR(제어압연),1012.0,8,2조,145.0
불량,일본,C,30,2300,30700,적용,1호기,1열,1155,73,1154,93,270,CR(제어압연),1022.0,8,2조,132.0
불량,일본,C,30,2300,30700,적용,2호기,1열,1151,65,1155,90,254,CR(제어압연),1031.0,8,2조,124.0
불량,일본,C,30,2300,30700,적용,1호기,2열,1163,105,1159,51,229,CR(제어압연),1034.0,8,2조,125.0
불량,일본,C,40,2200,30700,적용,3호기,1열,1159,103,1155,52,219,CR(제어압연),1053.0,6,2조,102.0
불량,일본,C,40,2200,30700,적용,3호기,2열,1158,73,1156,91,270,CR(제어압연),1053.0,6,2조,103.0
불량,한국,C,23,2300,34300,적용,2호기,2열,1143,67,1153,97,222,CR(제어압연),1007.0,8,2조,146.0
불량,한국,C,23,2300,34300,적용,1호기,1열,1160,107,1156,60,236,CR(제어압연),1006.0,8,2조,150.0
양품,한국,C,23,2300,34300,적용,1호기,2열,1153,91,1153,59,245,CR(제어압연),997.0,8,2조,156.0
불량,영국,C,20,2000,41900,적용,2호기,1열,1158,88,1153,53,201,CR(제어압연),1002.0,8,2조,151.0
불량,영국,C,20,2000,41900,적용,2호기,1열,1158,88,1153,53,220,CR(제어압연),1002.0,8,2조,151.0
불량,일본,C,20,2200,42400,적용,2호기,2열,1155,95,1154,44,202,CR(제어압연),986.0,7,2조,168.0
불량,일본,C,40,2200,30700,적용,3호기,1열,1158,105,1154,52,234,CR(제어압연),1043.0,6,2조,111.0
불량,일본,C,40,2200,30700,적용,3호기,2열,1161,105,1155,58,265,CR(제어압연),1029.0,6,2조,126.0
불량,영국,C,19,2300,36900,적용,1호기,1열,1159,99,1154,56,242,CR(제어압연),1019.0,10,2조,135.0
양품,영국,C,19,2000,42900,적용,1호기,2열,1150,82,1150,58,223,CR(제어압연),989.0,10,2조,161.0
불량,일본,C,20,2000,42800,적용,2호기,1열,1149,96,1149,44,202,CR(제어압연),1021.0,8,2조,128.0
양품,일본,C,20,2200,36600,적용,2호기,2열,1151,98,1151,40,220,CR(제어압연),996.0,8,2조,155.0
불량,일본,C,20,2000,42800,적용,3호기,1열,1154,91,1152,59,211,CR(제어압연),1010.0,8,2조,142.0
불량,일본,C,20,2100,43000,적용,3호기,2열,1150,97,1151,60,261,CR(제어압연),1012.0,8,2조,139.0
불량,한국,C,40,2500,21500,적용,2호기,1열,1139,101,1144,38,238,CR(제어압연),1029.0,6,2조,115.0
불량,일본,C,20,2200,41500,적용,1호기,1열,1154,101,1152,53,220,CR(제어압연),1002.0,7,2조,150.0
불량,일본,C,50,2500,18900,적용,1호기,2열,1132,93,1141,55,216,CR(제어압연),1032.0,6,2조,109.0
불량,일본,C,38,2500,17900,적용,3호기,1열,1145,98,1150,60,225,CR(제어압연),1048.0,8,2조,102.0
불량,한국,C,30,2500,27300,적용,3호기,2열,1149,89,1152,54,198,CR(제어압연),1019.0,8,2조,133.0
불량,일본,C,25,2500,31400,적용,1호기,1열,1145,101,1148,47,251,CR(제어압연),1023.0,8,2조,125.0
불량,일본,C,40,2500,16900,적용,2호기,2열,1139,103,1147,51,242,CR(제어압연),1034.0,6,2조,113.0
불량,독일,C,25,2500,36300,적용,1호기,2열,1129,97,1137,46,203,CR(제어압연),1020.0,8,2조,117.0
불량,일본,C,25,2500,36300,적용,1호기,2열,1129,97,1137,46,221,CR(제어압연),1020.0,8,2조,117.0
불량,영국,C,25,2500,36300,적용,1호기,2열,1129,97,1137,46,237,CR(제어압연),1020.0,8,2조,117.0
불량,영국,C,25,2500,36300,적용,1호기,2열,1129,97,1137,46,231,CR(제어압연),1020.0,8,2조,117.0
불량,미국,C,24,2600,42000,적용,2호기,1열,1135,96,1145,50,205,CR(제어압연),1003.0,8,2조,142.0
불량,영국,C,24,2600,42000,적용,2호기,1열,1135,96,1145,50,239,CR(제어압연),1003.0,8,2조,142.0
불량,한국,C,23,2300,34300,적용,2호기,2열,1133,103,1144,44,249,CR(제어압연),1011.0,8,2조,133.0
불량,한국,C,23,2300,34300,적용,3호기,1열,1135,88,1147,65,221,CR(제어압연),1007.0,8,2조,140.0
불량,한국,C,23,2300,34300,적용,3호기,2열,1133,89,1148,63,207,CR(제어압연),1005.0,8,2조,143.0
불량,영국,C,19,2500,36900,적용,1호기,2열,1133,61,1141,46,187,CR(제어압연),1006.0,10,2조,135.0
양품,한국,C,23,2300,34300,적용,1호기,1열,1139,64,1145,50,194,CR(제어압연),998.0,8,2조,147.0
양품,프랑스,C,20,2500,35700,적용,2호기,1열,1141,59,1147,48,199,CR(제어압연),987.0,10,1조,160.0
양품,영국,C,20,2500,35700,적용,2호기,1열,1141,59,1147,48,212,CR(제어압연),987.0,10,1조,160.0
불량,일본,C,16,2600,37300,적용,3호기,1열,1138,57,1148,57,182,CR(제어압연),968.0,9,1조,180.0
양품,일본,C,18,2500,42700,적용,2호기,2열,1128,104,1146,52,254,CR(제어압연),980.0,10,1조,166.0
양품,일본,C,16,2600,37300,적용,3호기,2열,1140,107,1148,49,213,CR(제어압연),973.0,10,1조,175.0
불량,일본,C,16,2600,37300,미적용,1호기,1열,1153,67,1151,44,190,CR(제어압연),976.0,10,1조,175.0
양품,프랑스,C,15,2700,43600,적용,1호기,2열,1131,61,1138,47,165,CR(제어압연),956.0,10,1조,182.0
양품,독일,C,15,2700,43600,적용,1호기,2열,1131,61,1138,47,206,CR(제어압연),956.0,10,1조,182.0
양품,일본,C,15,2700,43600,적용,1호기,2열,1131,61,1138,47,171,CR(제어압연),956.0,10,1조,182.0
불량,일본,C,16,2500,37400,적용,2호기,1열,1140,83,1149,50,206,CR(제어압연),971.0,9,1조,178.0
불량,일본,C,16,2500,37400,적용,2호기,2열,1152,73,1153,35,186,CR(제어압연),985.0,9,1조,168.0
불량,일본,C,16,2500,37400,미적용,3호기,1열,1144,56,1150,59,219,CR(제어압연),972.0,10,1조,178.0
양품,일본,C,16,2500,37400,적용,3호기,2열,1149,71,1151,51,181,CR(제어압연),973.0,10,1조,178.0
양품,일본,C,16,2500,37400,적용,1호기,1열,1145,62,1147,49,180,CR(제어압연),968.0,10,1조,179.0
양품,일본,C,15,2500,42400,적용,1호기,2열,1121,60,1132,49,191,CR(제어압연),969.0,10,1조,163.0
양품,일본,C,15,2500,42400,적용,2호기,1열,1138,58,1149,59,210,CR(제어압연),973.0,10,1조,176.0
양품,독일,C,15,2600,42600,적용,2호기,2열,1148,60,1152,43,192,CR(제어압연),993.0,10,1조,159.0
양품,프랑스,C,15,2700,42100,적용,3호기,1열,1140,63,1149,62,195,CR(제어압연),957.0,10,1조,192.0
불량,한국,C,21,2800,44900,적용,3호기,2열,1146,64,1151,62,223,CR(제어압연),971.0,7,1조,180.0
불량,미국,C,22,2600,46000,미적용,1호기,1열,1134,61,1140,55,193,CR(제어압연),972.0,8,1조,168.0
양품,일본,C,22,2600,46000,적용,1호기,1열,1134,61,1140,55,221,CR(제어압연),972.0,8,1조,168.0
양품,한국,C,21,2800,44900,적용,1호기,2열,1114,60,1130,58,224,CR(제어압연),959.0,8,1조,171.0
양품,프랑스,C,20,2500,43500,적용,3호기,1열,1137,75,1145,48,207,CR(제어압연),976.0,8,1조,169.0
양품,일본,C,16,3100,41700,적용,3호기,2열,1133,68,1145,48,187,CR(제어압연),913.0,10,1조,232.0
양품,한국,C,20,2700,46000,적용,2호기,1열,1136,57,1147,57,185,CR(제어압연),956.0,8,1조,191.0
양품,한국,C,20,2500,48500,적용,2호기,2열,1135,55,1147,47,187,CR(제어압연),958.0,8,1조,189.0
양품,일본,C,16,2800,49700,적용,1호기,1열,1137,61,1142,55,208,CR(제어압연),945.0,10,1조,197.0
양품,일본,C,16,2800,49700,적용,1호기,2열,1125,76,1138,66,208,CR(제어압연),934.0,10,1조,204.0
양품,프랑스,C,17,3000,39000,적용,2호기,1열,1110,64,1142,52,211,CR(제어압연),951.0,10,1조,191.0
양품,영국,C,17,3100,49200,적용,3호기,1열,1126,74,1147,55,206,CR(제어압연),939.0,10,1조,208.0
양품,영국,C,17,3100,49200,적용,3호기,1열,1126,74,1147,55,189,CR(제어압연),939.0,10,1조,208.0
양품,미국,C,17,2900,54200,적용,3호기,2열,1140,64,1154,54,214,CR(제어압연),947.0,10,1조,207.0
불량,프랑스,C,17,2900,54200,적용,3호기,2열,1140,64,1154,54,182,CR(제어압연),947.0,9,1조,207.0
양품,일본,C,18,3100,29400,적용,2호기,2열,1112,57,1145,57,187,CR(제어압연),970.0,10,1조,175.0
양품,일본,C,18,3100,36500,적용,1호기,1열,1124,62,1139,57,186,CR(제어압연),975.0,10,1조,164.0
양품,일본,C,18,3100,36500,적용,2호기,2열,1124,62,1148,52,178,CR(제어압연),982.0,10,1조,166.0
불량,일본,C,18,3100,41800,적용,1호기,2열,1115,58,1136,64,209,CR(제어압연),971.0,9,1조,165.0
양품,일본,C,18,3100,41800,적용,2호기,1열,1126,62,1152,59,224,CR(제어압연),979.0,10,1조,173.0
불량,일본,C,25,3100,37400,적용,3호기,1열,1129,63,1151,58,216,CR(제어압연),991.0,7,1조,160.0
불량,미국,C,23,3200,39000,적용,3호기,2열,1133,64,1154,56,187,CR(제어압연),988.0,7,1조,166.0
양품,일본,C,20,3000,39000,적용,1호기,1열,1134,69,1143,58,212,CR(제어압연),977.0,8,1조,166.0
양품,일본,C,20,2900,37100,적용,1호기,2열,1115,96,1139,70,249,CR(제어압연),983.0,8,1조,156.0
양품,일본,C,20,2900,37200,적용,2호기,1열,1141,63,1161,57,190,CR(제어압연),995.0,8,1조,166.0
양품,일본,C,20,2900,37200,적용,2호기,2열,1149,100,1160,57,249,CR(제어압연),985.0,8,1조,175.0
양품,영국,C,22,3100,32200,적용,3호기,1열,1130,66,1150,58,229,CR(제어압연),984.0,8,1조,166.0
양품,영국,C,25,3000,31000,적용,3호기,2열,1140,66,1155,55,188,CR(제어압연),899.0,8,1조,256.0
양품,미국,C,26,2800,28900,적용,1호기,1열,1150,63,1154,59,197,CR(제어압연),993.0,8,1조,161.0
양품,일본,C,25,3100,37400,적용,3호기,1열,1142,62,1158,56,187,CR(제어압연),992.0,8,1조,166.0
양품,일본,C,24,3000,20700,적용,1호기,2열,1135,89,1149,73,221,CR(제어압연),987.0,8,1조,162.0
양품,미국,C,25,2900,40400,적용,3호기,2열,1144,63,1159,58,221,CR(제어압연),989.0,8,1조,170.0
양품,영국,C,25,2900,40400,적용,3호기,2열,1144,63,1159,58,182,CR(제어압연),989.0,8,1조,170.0
양품,영국,C,24,2800,31700,적용,2호기,2열,1136,73,1160,71,220,CR(제어압연),976.0,8,1조,184.0
양품,영국,C,24,2800,31700,적용,2호기,2열,1136,60,1160,71,196,CR(제어압연),976.0,8,1조,184.0
양품,일본,C,30,3100,25100,적용,2호기,1열,1172,74,1166,59,219,CR(제어압연),972.0,8,1조,194.0
불량,일본,C,38,3100,19000,적용,1호기,1열,1168,68,1163,57,215,CR(제어압연),1009.0,8,1조,154.0
불량,한국,C,30,3500,28200,적용,3호기,1열,1145,65,1159,53,216,CR(제어압연),1009.0,7,1조,150.0
불량,미국,C,25,3400,32500,미적용,3호기,2열,1137,60,1167,66,212,CR(제어압연),989.0,8,1조,178.0
양품,프랑스,C,20,3300,37800,적용,1호기,2열,1133,61,1149,76,221,CR(제어압연),970.0,8,1조,179.0
양품,프랑스,C,20,3200,34200,적용,2호기,1열,1144,65,1161,63,194,CR(제어압연),987.0,8,1조,174.0
양품,영국,C,20,3200,34200,적용,2호기,1열,1144,65,1161,63,213,CR(제어압연),987.0,8,1조,174.0
양품,프랑스,C,20,3300,34500,적용,2호기,2열,1142,58,1162,70,205,CR(제어압연),981.0,8,1조,181.0
양품,영국,C,21,3400,38800,적용,1호기,2열,1126,57,1144,68,195,CR(제어압연),972.0,8,1조,172.0
양품,프랑스,C,20,3300,28700,적용,1호기,1열,1176,68,1168,58,209,CR(제어압연),960.0,10,1조,208.0
불량,프랑스,C,19,3300,42900,적용,2호기,1열,1157,63,1161,62,197,CR(제어압연),975.0,9,1조,186.0
양품,프랑스,C,20,3300,29000,적용,2호기,2열,1168,64,1168,61,186,CR(제어압연),979.0,10,1조,189.0
양품,프랑스,C,19,3300,42700,적용,3호기,1열,1158,73,1166,56,212,CR(제어압연),980.0,10,1조,186.0
양품,영국,C,19,3600,41000,적용,3호기,2열,1176,72,1169,55,205,CR(제어압연),976.0,10,2조,193.0
양품,프랑스,C,20,3300,28800,적용,1호기,1열,1162,72,1159,56,215,CR(제어압연),975.0,10,2조,184.0
양품,미국,C,18,3200,42500,적용,1호기,2열,1158,65,1159,68,214,CR(제어압연),971.0,10,2조,188.0
양품,프랑스,C,18,3200,42500,적용,1호기,2열,1158,65,1159,68,201,CR(제어압연),971.0,10,2조,188.0
양품,영국,C,18,3200,42500,적용,1호기,2열,1158,65,1159,68,226,CR(제어압연),971.0,10,2조,188.0
불량,영국,C,18,3600,43200,적용,2호기,1열,1158,71,1168,56,216,CR(제어압연),962.0,9,2조,206.0
불량,미국,C,18,3600,34400,미적용,2호기,2열,1115,57,1160,71,193,CR(제어압연),964.0,10,2조,196.0
양품,프랑스,C,16,3300,36800,적용,3호기,1열,1165,72,1164,56,194,CR(제어압연),969.0,10,2조,195.0
양품,프랑스,C,16,3500,38900,적용,3호기,2열,1155,71,1164,56,198,CR(제어압연),945.0,10,2조,219.0
양품,영국,C,16,3500,38900,적용,3호기,2열,1155,71,1164,56,206,CR(제어압연),945.0,10,2조,219.0
양품,미국,C,14,3400,54200,적용,1호기,1열,1145,61,1155,68,196,CR(제어압연),886.0,10,2조,269.0
양품,미국,C,13,3400,48800,적용,1호기,2열,1134,68,1149,75,246,CR(제어압연),898.0,10,2조,251.0
양품,영국,C,13,3400,48800,적용,1호기,2열,1134,68,1149,75,229,CR(제어압연),898.0,10,2조,251.0
불량,영국,C,13,3500,53900,적용,2호기,1열,1172,78,1171,48,215,CR(제어압연),923.0,9,2조,248.0
양품,한국,C,13,3500,54000,적용,3호기,1열,1169,64,1170,61,224,CR(제어압연),929.0,10,2조,241.0
양품,일본,C,13,3500,54000,적용,3호기,1열,1169,64,1170,61,188,CR(제어압연),929.0,10,2조,241.0
양품,영국,C,13,3500,54000,적용,3호기,1열,1169,64,1170,61,194,CR(제어압연),929.0,10,2조,241.0
양품,미국,C,14,3300,53700,적용,3호기,2열,1172,68,1173,57,188,CR(제어압연),916.0,10,2조,257.0
양품,한국,C,14,3300,53700,적용,3호기,2열,1172,68,1173,57,224,CR(제어압연),916.0,10,2조,257.0
양품,영국,C,12,3400,41200,적용,2호기,2열,1175,76,1174,58,223,CR(제어압연),907.0,10,2조,267.0
양품,영국,C,12,3400,41200,적용,1호기,1열,1184,72,1174,58,201,CR(제어압연),905.0,10,2조,269.0
불량,프랑스,C,12,3300,42700,적용,1호기,2열,1183,63,1173,69,216,CR(제어압연),911.0,9,2조,262.0
불량,영국,C,12,3300,42700,미적용,1호기,2열,1183,63,1173,69,233,CR(제어압연),911.0,10,2조,262.0
양품,일본,C,12,3300,42700,적용,1호기,2열,1183,63,1173,69,190,CR(제어압연),911.0,10,2조,262.0
양품,미국,C,13,3200,43200,적용,2호기,1열,1174,73,1170,51,228,CR(제어압연),937.0,10,2조,233.0
양품,영국,C,18,3600,37000,적용,2호기,2열,1184,91,1169,53,237,CR(제어압연),964.0,10,2조,205.0
양품,프랑스,C,17,3300,35000,적용,3호기,1열,1168,72,1167,64,214,CR(제어압연),984.0,10,2조,183.0
양품,영국,C,19,3600,41000,적용,3호기,2열,1175,75,1170,60,230,CR(제어압연),993.0,10,2조,177.0
양품,미국,C,18,3400,29600,적용,1호기,1열,1174,62,1169,70,216,CR(제어압연),993.0,10,2조,176.0
양품,프랑스,C,18,3400,29600,적용,1호기,1열,1174,62,1169,70,226,CR(제어압연),993.0,10,2조,176.0
양품,영국,C,19,3600,41000,적용,3호기,1열,1186,73,1172,53,232,CR(제어압연),993.0,10,2조,179.0
양품,프랑스,C,19,3300,28700,적용,1호기,2열,1181,66,1169,70,191,CR(제어압연),998.0,10,2조,171.0
양품,미국,C,19,3500,27100,적용,2호기,2열,1180,77,1168,64,236,CR(제어압연),988.0,10,2조,180.0
양품,프랑스,C,20,3600,37700,적용,3호기,2열,1178,75,1167,57,206,CR(제어압연),977.0,8,2조,190.0
양품,영국,C,22,3400,36800,적용,2호기,1열,1175,75,1167,64,229,CR(제어압연),973.0,8,2조,194.0
양품,프랑스,C,20,3600,39300,적용,3호기,1열,1181,70,1172,50,226,CR(제어압연),978.0,8,2조,194.0
양품,프랑스,C,20,3600,39300,적용,3호기,2열,1177,61,1170,60,200,CR(제어압연),993.0,8,2조,177.0
불량,영국,C,24,3700,24000,적용,1호기,1열,1158,62,1161,75,215,CR(제어압연),1004.0,8,2조,157.0
양품,미국,C,22,3800,32000,적용,2호기,1열,1166,71,1165,61,199,CR(제어압연),951.0,8,2조,214.0
불량,영국,C,22,3800,32000,미적용,2호기,1열,1166,71,1165,61,235,CR(제어압연),951.0,8,2조,214.0
양품,영국,C,22,3800,21200,적용,2호기,2열,1158,68,1166,73,210,CR(제어압연),955.0,8,2조,211.0
