scale,spec_country,steel_kind,pt_thick,pt_width,pt_length,hsb,fur_no,fur_input_row,fur_heat_temp,fur_heat_time,fur_soak_temp,fur_soak_time,fur_total_time,rolling_method,rolling_temp,descaling_count,work_group,bf_temp
양품,영국,C,22,3700,34800,적용,1호기,2열,1150,70,1157,84,229,CR(제어압연),966.0,8,2조,191.0
불량,영국,C,22,3700,34800,적용,3호기,1열,1191,68,1176,52,213,CR(제어압연),998.0,7,2조,178.0
불량,영국,C,22,3700,34800,미적용,1호기,2열,1165,68,1164,75,225,CR(제어압연),991.0,8,2조,173.0
양품,영국,C,22,3700,34800,적용,2호기,1열,1189,70,1174,60,235,CR(제어압연),997.0,8,2조,177.0
양품,영국,C,22,3700,34800,적용,3호기,2열,1146,61,1162,66,224,CR(제어압연),987.0,8,2조,175.0
양품,프랑스,C,19,3700,37800,적용,1호기,2열,1174,72,1168,67,216,CR(제어압연),990.0,10,2조,178.0
양품,프랑스,C,20,3800,38500,적용,3호기,1열,1183,81,1170,44,221,CR(제어압연),982.0,8,2조,188.0
불량,미국,C,18,3700,32800,적용,1호기,1열,1190,70,1177,73,224,CR(제어압연),973.0,10,2조,204.0
불량,영국,C,18,3700,32800,적용,1호기,1열,1190,70,1177,73,240,CR(제어압연),973.0,9,2조,204.0
불량,영국,C,17,3600,33400,적용,2호기,2열,1189,73,1176,49,199,CR(제어압연),949.0,10,2조,227.0
불량,프랑스,C,17,3600,40400,적용,2호기,1열,1173,66,1176,55,209,CR(제어압연),951.0,10,2조,225.0
불량,영국,C,17,3600,40400,적용,2호기,1열,1173,66,1176,55,227,CR(제어압연),951.0,10,2조,225.0
양품,영국,C,16,3700,47500,적용,3호기,2열,1169,76,1165,53,202,CR(제어압연),925.0,10,2조,240.0
양품,미국,C,13,3900,49400,적용,1호기,1열,1183,73,1175,66,241,CR(제어압연),904.0,10,2조,271.0
불량,미국,C,13,3900,49400,미적용,1호기,2열,1184,72,1173,67,231,CR(제어압연),904.0,10,2조,269.0
양품,프랑스,C,12,4300,41600,적용,2호기,1열,1169,70,1169,43,216,CR(제어압연),900.0,10,2조,269.0
양품,영국,C,12,4300,41600,적용,2호기,1열,1169,70,1169,43,209,CR(제어압연),900.0,10,2조,269.0
양품,영국,C,14,4300,50800,적용,3호기,1열,1144,71,1156,56,192,CR(제어압연),892.0,10,2조,264.0
양품,영국,C,14,4200,50600,적용,3호기,2열,1150,72,1159,55,197,CR(제어압연),909.0,10,2조,250.0
양품,프랑스,C,16,4600,24100,적용,2호기,2열,1174,71,1167,58,190,CR(제어압연),933.0,10,2조,234.0
불량,미국,C,18,4300,24400,적용,1호기,1열,1191,78,1179,50,185,CR(제어압연),966.0,10,2조,213.0
양품,영국,C,18,4400,28600,적용,1호기,2열,1149,67,1156,64,216,CR(제어압연),954.0,10,2조,202.0
불량,영국,C,20,4500,20700,적용,2호기,1열,1154,77,1160,50,182,CR(제어압연),961.0,7,2조,199.0
양품,영국,C,20,4500,20700,적용,2호기,2열,1163,82,1160,53,191,CR(제어압연),959.0,8,2조,201.0
양품,영국,C,21,4100,30200,적용,3호기,1열,1139,64,1158,64,203,CR(제어압연),966.0,8,2조,192.0
불량,한국,C,24,4500,20900,적용,3호기,2열,1149,63,1164,65,226,CR(제어압연),976.0,7,2조,188.0
양품,영국,C,24,4100,28300,적용,1호기,1열,1169,70,1168,59,194,CR(제어압연),989.0,8,2조,179.0
양품,영국,C,24,4100,18900,적용,1호기,2열,1158,86,1156,57,200,CR(제어압연),985.0,8,2조,171.0
양품,영국,C,24,4600,17300,적용,2호기,1열,1146,75,1157,52,207,CR(제어압연),957.0,8,2조,200.0
양품,영국,C,24,4600,17300,적용,2호기,2열,1160,77,1160,64,226,CR(제어압연),956.0,8,2조,204.0
양품,영국,C,16,4100,27000,적용,3호기,1열,1195,65,1174,64,221,CR(제어압연),942.0,10,2조,232.0
양품,영국,C,16,4100,27000,적용,3호기,1열,1195,65,1174,64,234,CR(제어압연),942.0,10,1조,232.0
불량,미국,C,13,4200,38600,적용,3호기,2열,1202,71,1178,60,210,CR(제어압연),907.0,10,1조,271.0
불량,한국,C,13,3500,40700,적용,1호기,1열,1203,78,1185,52,210,CR(제어압연),890.0,9,1조,295.0
양품,독일,C,14,3500,43000,적용,3호기,1열,1189,63,1175,60,218,CR(제어압연),884.0,10,1조,291.0
양품,한국,C,14,3500,43000,적용,3호기,1열,1189,63,1175,60,220,CR(제어압연),884.0,10,1조,291.0
양품,영국,C,14,3500,43000,적용,3호기,1열,1189,63,1175,60,215,CR(제어압연),884.0,10,1조,291.0
양품,미국,C,12,3400,43100,적용,1호기,2열,1184,76,1172,70,247,CR(제어압연),906.0,10,1조,266.0
양품,한국,C,12,3400,43100,적용,1호기,2열,1184,76,1172,70,222,CR(제어압연),906.0,10,1조,266.0
양품,영국,C,12,3400,43100,적용,1호기,2열,1184,76,1172,70,218,CR(제어압연),906.0,10,1조,266.0
양품,미국,C,13,3200,43100,적용,2호기,1열,1182,72,1172,57,185,CR(제어압연),877.0,10,1조,295.0
양품,영국,C,13,3200,43100,적용,2호기,1열,1182,72,1172,57,191,CR(제어압연),877.0,10,1조,295.0
양품,영국,C,13,3200,43100,적용,2호기,1열,1182,72,1172,57,206,CR(제어압연),877.0,10,1조,295.0
불량,미국,C,15,3400,37000,적용,3호기,2열,1197,72,1178,56,232,CR(제어압연),940.0,10,1조,238.0
불량,일본,C,15,3400,37000,미적용,3호기,2열,1197,72,1178,56,213,CR(제어압연),940.0,10,1조,238.0
불량,독일,C,14,3400,37400,미적용,2호기,2열,1168,72,1171,79,245,CR(제어압연),935.0,10,1조,236.0
불량,프랑스,C,15,3300,39700,적용,3호기,1열,1196,65,1181,51,204,CR(제어압연),937.0,10,1조,244.0
불량,영국,C,15,3300,39700,미적용,3호기,1열,1196,65,1181,51,179,CR(제어압연),937.0,10,1조,244.0
불량,영국,C,15,3300,39700,적용,3호기,1열,1196,65,1181,51,172,CR(제어압연),937.0,10,1조,244.0
불량,영국,C,15,3300,39900,적용,1호기,1열,1199,73,1183,55,214,CR(제어압연),952.0,10,1조,231.0
불량,영국,C,15,3300,39900,적용,1호기,1열,1199,73,1183,55,210,CR(제어압연),952.0,10,1조,231.0
양품,영국,C,15,3600,39500,적용,1호기,2열,1164,111,1167,75,250,CR(제어압연),933.0,10,1조,234.0
양품,미국,C,16,3300,37600,적용,2호기,1열,1180,68,1175,59,198,CR(제어압연),935.0,10,1조,240.0
양품,영국,C,16,3300,37600,적용,2호기,1열,1180,68,1175,59,184,CR(제어압연),935.0,10,1조,240.0
불량,미국,C,16,3600,31400,적용,3호기,2열,1199,67,1181,56,203,CR(제어압연),936.0,10,1조,245.0
불량,영국,C,17,3500,36100,적용,1호기,2열,1181,74,1176,64,221,CR(제어압연),936.0,10,1조,240.0
불량,영국,C,17,3500,36100,적용,1호기,2열,1181,76,1176,64,246,CR(제어압연),936.0,10,1조,240.0
불량,미국,C,18,3400,35200,적용,3호기,1열,1205,76,1185,45,215,CR(제어압연),994.0,10,1조,191.0
불량,영국,C,18,3400,35200,적용,3호기,1열,1205,76,1185,45,204,CR(제어압연),994.0,10,1조,191.0
불량,영국,C,18,3400,35200,적용,3호기,1열,1205,76,1185,45,199,CR(제어압연),994.0,10,1조,191.0
양품,프랑스,C,15,3300,36000,적용,2호기,2열,1196,60,1172,60,215,CR(제어압연),932.0,10,1조,240.0
양품,영국,C,15,3300,36000,적용,2호기,2열,1196,60,1172,60,208,CR(제어압연),932.0,10,1조,240.0
불량,영국,C,17,3500,35600,적용,1호기,1열,1198,84,1179,57,214,CR(제어압연),934.0,10,1조,245.0
불량,영국,C,17,3500,35600,적용,1호기,1열,1198,114,1179,57,230,CR(제어압연),934.0,10,1조,245.0
불량,영국,C,18,3500,31900,적용,2호기,1열,1202,62,1184,49,182,CR(제어압연),955.0,10,1조,229.0
불량,영국,C,18,3400,35300,적용,3호기,2열,1206,72,1184,52,230,CR(제어압연),998.0,10,1조,186.0
불량,영국,C,18,3400,35300,적용,3호기,2열,1206,72,1184,52,201,CR(제어압연),998.0,10,1조,186.0
양품,한국,C,20,3300,30900,적용,2호기,2열,1191,62,1174,58,203,CR(제어압연),982.0,8,1조,192.0
양품,영국,C,20,3300,30900,적용,2호기,2열,1191,62,1174,58,204,CR(제어압연),982.0,8,1조,192.0
양품,영국,C,22,3800,29900,적용,1호기,1열,1159,64,1155,53,182,CR(제어압연),978.0,8,1조,177.0
양품,영국,C,22,3700,34800,적용,1호기,2열,1185,56,1173,56,167,CR(제어압연),986.0,8,1조,187.0
양품,미국,C,23,3200,31400,적용,2호기,2열,1161,64,1166,51,219,CR(제어압연),984.0,8,1조,182.0
양품,독일,C,18,3600,41000,적용,3호기,1열,1185,80,1171,48,203,CR(제어압연),958.0,10,1조,213.0
불량,영국,C,18,3600,41000,미적용,3호기,1열,1185,80,1171,48,186,CR(제어압연),958.0,10,1조,213.0
불량,영국,C,18,3600,41800,적용,3호기,2열,1198,81,1179,47,223,CR(제어압연),960.0,10,1조,219.0
양품,일본,C,14,3300,51200,적용,2호기,1열,1187,69,1167,46,218,CR(제어압연),908.0,10,1조,259.0
양품,미국,C,14,3300,53200,적용,1호기,1열,1181,119,1174,53,260,CR(제어압연),914.0,10,1조,260.0
양품,한국,C,14,3300,53200,적용,1호기,1열,1181,62,1174,53,213,CR(제어압연),914.0,10,1조,260.0
양품,영국,C,12,3600,48700,적용,1호기,2열,1192,68,1173,55,202,CR(제어압연),882.0,10,1조,291.0
양품,영국,C,12,3200,43300,적용,2호기,1열,1184,70,1161,51,190,CR(제어압연),901.0,10,1조,260.0
양품,일본,C,13,3000,53500,적용,2호기,2열,1167,80,1156,49,219,CR(제어압연),919.0,10,1조,237.0
양품,한국,C,14,2900,54300,적용,3호기,1열,1166,72,1163,60,221,CR(제어압연),923.0,10,1조,240.0
양품,일본,C,18,3100,41800,적용,3호기,2열,1183,64,1173,64,188,CR(제어압연),957.0,10,1조,216.0
불량,일본,C,18,3100,41800,미적용,1호기,1열,1195,63,1173,52,215,CR(제어압연),981.0,10,1조,192.0
양품,일본,C,18,3100,41800,적용,1호기,2열,1192,73,1167,58,204,CR(제어압연),977.0,10,1조,190.0
양품,일본,C,18,3100,41800,적용,2호기,1열,1183,79,1162,44,202,CR(제어압연),936.0,10,1조,226.0
양품,프랑스,C,18,3100,46300,적용,3호기,1열,1194,73,1170,61,201,CR(제어압연),982.0,10,1조,188.0
양품,영국,C,18,3100,46300,적용,3호기,1열,1194,73,1170,61,194,CR(제어압연),982.0,10,1조,188.0
불량,영국,C,18,3100,46300,적용,3호기,1열,1194,73,1170,61,213,CR(제어압연),982.0,9,1조,188.0
불량,영국,C,18,3100,48300,적용,3호기,2열,1193,63,1176,64,196,CR(제어압연),973.0,9,1조,203.0
양품,미국,C,19,3100,42200,적용,1호기,1열,1195,72,1165,49,180,CR(제어압연),989.0,10,1조,176.0
불량,프랑스,C,19,3100,42200,미적용,1호기,1열,1195,72,1165,49,211,CR(제어압연),989.0,10,1조,176.0
양품,영국,C,19,3100,42200,적용,1호기,1열,1195,72,1165,49,215,CR(제어압연),989.0,10,1조,176.0
양품,미국,C,17,3000,49200,적용,3호기,1열,1198,64,1172,57,204,CR(제어압연),972.0,10,1조,200.0
불량,독일,C,17,3000,49200,미적용,3호기,1열,1198,64,1172,57,225,CR(제어압연),972.0,10,1조,200.0
불량,미국,C,17,3100,50200,적용,3호기,2열,1204,71,1176,50,212,CR(제어압연),972.0,10,1조,204.0
불량,영국,C,17,3100,50200,적용,3호기,2열,1204,71,1176,50,201,CR(제어압연),972.0,10,1조,204.0
양품,프랑스,C,19,3000,43100,적용,1호기,2열,1177,63,1157,68,196,CR(제어압연),957.0,10,1조,200.0
양품,영국,T,23,4100,22500,적용,2호기,2열,1200,64,1159,58,211,TMCP(온도제어),905.0,8,1조,254.0
양품,일본,T,22,2900,30700,적용,2호기,1열,1173,73,1153,58,212,TMCP(온도제어),915.0,8,1조,238.0
불량,독일,T,13,3300,33400,적용,1호기,1열,1179,66,1153,57,224,TMCP(온도제어),863.0,9,1조,290.0
양품,독일,T,15,3200,36900,적용,1호기,2열,1137,55,1136,68,206,TMCP(온도제어),923.0,10,1조,213.0
양품,독일,T,15,2700,37100,적용,2호기,1열,1147,111,1133,66,258,TMCP(온도제어),916.0,10,1조,217.0
양품,영국,T,18,2800,37700,적용,2호기,2열,1187,62,1151,66,206,TMCP(온도제어),904.0,10,2조,247.0
불량,영국,T,13,2600,54500,미적용,3호기,1열,1174,55,1165,75,230,TMCP(온도제어),880.0,10,2조,285.0
양품,영국,T,13,2500,54500,적용,3호기,2열,1169,56,1163,74,209,TMCP(온도제어),889.0,10,2조,274.0
양품,영국,T,14,2500,54500,적용,1호기,1열,1129,116,1130,73,282,TMCP(온도제어),892.0,10,2조,238.0
양품,한국,T,25,1800,30200,적용,1호기,2열,1160,57,1143,73,216,CR(제어압연),823.0,8,2조,320.0
양품,한국,T,27,1900,26300,적용,2호기,1열,1140,120,1134,68,272,CR(제어압연),827.0,8,2조,307.0
양품,미국,T,25,2600,30100,적용,2호기,2열,1151,63,1138,69,192,CR(제어압연),854.0,8,2조,284.0
양품,미국,T,25,2000,39600,적용,3호기,1열,1180,67,1159,65,230,CR(제어압연),843.0,8,2조,316.0
양품,독일,T,36,2500,22000,적용,3호기,2열,1189,106,1165,82,277,TMCP(온도제어),882.0,8,2조,283.0
양품,프랑스,T,35,3100,19600,적용,1호기,2열,1140,55,1128,84,233,TMCP(온도제어),936.0,8,2조,192.0
양품,프랑스,T,38,3100,16700,적용,1호기,1열,1165,69,1138,77,218,TMCP(온도제어),875.0,8,2조,263.0
양품,프랑스,T,38,3100,16700,적용,2호기,1열,1106,57,1126,87,240,TMCP(온도제어),873.0,8,2조,253.0
양품,프랑스,T,38,3100,16700,적용,2호기,2열,1157,59,1133,81,214,TMCP(온도제어),879.0,8,2조,254.0
양품,프랑스,T,38,3100,16700,적용,3호기,1열,1175,65,1148,88,231,TMCP(온도제어),875.0,8,2조,273.0
양품,프랑스,T,38,3100,16700,적용,3호기,2열,1174,61,1148,91,233,TMCP(온도제어),870.0,8,2조,278.0
양품,프랑스,T,38,3100,16700,적용,1호기,1열,1170,56,1137,83,217,TMCP(온도제어),881.0,8,2조,256.0
양품,프랑스,T,38,3100,16700,적용,1호기,2열,1124,70,1116,80,226,TMCP(온도제어),879.0,8,2조,237.0
양품,프랑스,T,38,3100,16700,적용,2호기,1열,1117,109,1123,90,286,TMCP(온도제어),873.0,8,2조,250.0
양품,프랑스,T,38,3100,16700,적용,2호기,2열,1157,61,1124,88,255,TMCP(온도제어),881.0,8,2조,243.0
양품,프랑스,T,38,3100,16700,적용,3호기,1열,1149,69,1138,95,253,TMCP(온도제어),880.0,8,2조,258.0
양품,프랑스,T,38,3100,16700,적용,3호기,2열,1150,64,1140,95,233,TMCP(온도제어),871.0,8,2조,269.0
양품,프랑스,T,38,3100,16700,적용,1호기,1열,1151,66,1129,89,251,TMCP(온도제어),873.0,8,2조,256.0
양품,프랑스,T,38,3100,16700,적용,1호기,2열,1126,73,1118,89,259,TMCP(온도제어),868.0,8,2조,250.0
양품,프랑스,T,38,3100,16700,적용,2호기,1열,1155,71,1127,87,251,TMCP(온도제어),875.0,8,2조,252.0
양품,프랑스,T,38,3100,13300,적용,2호기,2열,1151,61,1122,105,263,TMCP(온도제어),880.0,8,2조,242.0
양품,미국,T,38,3100,16200,적용,3호기,1열,1132,63,1134,109,265,TMCP(온도제어),876.0,8,2조,258.0
양품,공통,T,38,3100,16200,적용,3호기,1열,1132,63,1134,109,263,CR(제어압연),876.0,8,2조,258.0
불량,영국,T,40,2800,26000,적용,3호기,2열,1164,77,1136,90,227,TMCP(온도제어),897.0,5,2조,239.0
양품,영국,T,40,2800,26000,적용,3호기,1열,1171,67,1139,94,232,TMCP(온도제어),897.0,6,2조,242.0
양품,독일,T,40,2500,22700,적용,1호기,2열,1124,63,1121,107,261,TMCP(온도제어),815.0,6,2조,306.0
양품,독일,T,40,2500,22700,적용,2호기,1열,1162,85,1126,93,264,TMCP(온도제어),802.0,6,2조,324.0
양품,독일,T,40,2500,22700,적용,3호기,2열,1169,87,1138,83,230,TMCP(온도제어),805.0,6,2조,333.0
양품,독일,T,40,2500,22700,적용,1호기,2열,1138,65,1125,108,279,TMCP(온도제어),817.0,6,2조,308.0
양품,영국,T,40,2100,26500,적용,3호기,1열,1173,92,1138,80,274,TMCP(온도제어),895.0,6,2조,243.0
양품,공통,T,40,3100,23200,적용,3호기,2열,1162,74,1136,101,259,CR(제어압연),813.0,6,2조,323.0
양품,독일,T,40,3100,23200,적용,3호기,2열,1162,74,1136,101,248,TMCP(온도제어),813.0,6,2조,323.0
양품,일본,T,40,2800,23400,적용,1호기,1열,1156,77,1128,126,302,TMCP(온도제어),816.0,6,2조,312.0
양품,일본,T,40,2600,23400,적용,2호기,2열,1166,69,1118,141,289,TMCP(온도제어),818.0,6,2조,300.0
불량,독일,T,40,2500,25600,미적용,2호기,1열,1149,73,1119,131,296,TMCP(온도제어),818.0,6,2조,301.0
양품,독일,T,40,2500,25600,적용,1호기,1열,1172,89,1135,113,289,TMCP(온도제어),816.0,6,2조,319.0
양품,독일,T,40,3100,23200,적용,3호기,1열,1174,104,1134,85,273,TMCP(온도제어),819.0,6,2조,315.0
양품,독일,T,40,3100,23200,적용,3호기,2열,1159,87,1131,106,268,TMCP(온도제어),816.0,6,2조,315.0
양품,독일,T,40,2500,25600,적용,1호기,2열,1135,75,1120,130,298,TMCP(온도제어),817.0,6,2조,303.0
양품,독일,T,40,2500,25600,적용,2호기,1열,1151,93,1121,127,319,TMCP(온도제어),817.0,6,2조,304.0
양품,독일,T,40,2500,22700,적용,2호기,2열,1174,91,1118,135,317,TMCP(온도제어),815.0,6,2조,303.0
양품,독일,T,44,2200,22800,적용,1호기,2열,1149,82,1126,123,275,TMCP(온도제어),816.0,6,2조,310.0
양품,영국,T,44,2200,22800,적용,1호기,2열,1149,82,1126,123,306,TMCP(온도제어),816.0,6,2조,310.0
불량,공통,T,40,2500,28600,적용,3호기,1열,1162,116,1124,98,291,CR(제어압연),1033.0,6,2조,91.0
불량,독일,T,40,2500,28600,미적용,3호기,1열,1162,116,1124,98,314,TMCP(온도제어),1033.0,6,2조,91.0
양품,독일,T,40,2500,22700,적용,1호기,1열,1178,90,1127,138,301,TMCP(온도제어),745.0,6,2조,382.0
양품,독일,T,40,3100,18700,적용,3호기,2열,1161,100,1120,136,336,TMCP(온도제어),894.0,6,2조,226.0
양품,한국,T,40,2500,16900,적용,2호기,1열,1165,112,1122,135,333,CR(제어압연),910.0,6,2조,212.0
양품,한국,T,40,1800,18900,적용,2호기,2열,1170,105,1117,135,338,CR(제어압연),906.0,6,2조,211.0
양품,한국,T,50,1800,24900,적용,1호기,2열,1169,111,1129,122,299,CR(제어압연),891.0,6,2조,238.0
양품,공통,T,40,2500,28600,적용,3호기,1열,1151,100,1128,128,285,CR(제어압연),816.0,6,2조,312.0
양품,독일,T,40,2500,28600,적용,3호기,1열,1151,100,1128,128,292,TMCP(온도제어),816.0,6,2조,312.0
양품,공통,T,40,2300,25500,적용,3호기,2열,1161,105,1125,122,325,CR(제어압연),820.0,6,2조,305.0
불량,영국,T,40,2300,25500,적용,3호기,2열,1161,105,1125,122,293,TMCP(온도제어),820.0,5,2조,305.0
양품,한국,T,50,2500,10900,적용,1호기,1열,1169,94,1127,69,218,CR(제어압연),897.0,6,2조,230.0
양품,한국,T,50,2500,10900,적용,2호기,1열,1164,149,1123,98,351,CR(제어압연),888.0,6,2조,235.0
양품,한국,T,61,2300,12200,적용,2호기,2열,1166,94,1121,79,263,CR(제어압연),891.0,6,2조,230.0
양품,프랑스,T,50,3100,12300,적용,1호기,1열,1174,129,1137,113,321,TMCP(온도제어),880.0,6,2조,257.0
양품,영국,T,40,2000,28900,적용,3호기,1열,1135,106,1121,126,322,TMCP(온도제어),887.0,6,2조,234.0
양품,영국,T,40,2000,28900,적용,3호기,2열,1158,106,1124,124,298,TMCP(온도제어),891.0,6,2조,233.0
양품,한국,T,40,2500,21600,적용,1호기,2열,1148,97,1125,89,246,CR(제어압연),908.0,6,2조,217.0
양품,한국,T,50,1800,22200,적용,2호기,1열,1158,156,1122,96,351,CR(제어압연),901.0,6,2조,221.0
양품,한국,T,50,2600,13200,적용,2호기,2열,1164,120,1122,119,294,CR(제어압연),901.0,6,2조,221.0
양품,한국,T,50,2600,13100,적용,1호기,1열,1152,158,1134,78,315,CR(제어압연),900.0,6,2조,234.0
양품,영국,T,40,2800,26000,적용,3호기,1열,1120,109,1116,117,330,TMCP(온도제어),894.0,6,2조,222.0
양품,한국,T,50,1800,25900,적용,3호기,2열,1151,112,1125,116,309,CR(제어압연),894.0,6,2조,231.0
양품,한국,T,50,2400,14800,적용,1호기,2열,1153,134,1126,116,326,CR(제어압연),897.0,6,2조,229.0
양품,한국,T,55,3100,13400,적용,2호기,1열,1150,133,1120,113,323,CR(제어압연),892.0,6,2조,228.0
불량,한국,T,55,3100,13400,미적용,2호기,2열,1151,136,1122,109,303,CR(제어압연),892.0,6,3조,230.0
양품,한국,T,55,3100,13400,적용,1호기,1열,1144,111,1131,52,223,CR(제어압연),896.0,6,3조,235.0
양품,프랑스,T,40,3100,18600,적용,3호기,1열,1109,126,1116,80,294,TMCP(온도제어),899.0,6,3조,217.0
양품,한국,T,50,2600,17600,적용,3호기,2열,1141,140,1127,84,328,CR(제어압연),896.0,6,3조,231.0
양품,한국,T,60,2500,13300,적용,1호기,2열,1137,125,1123,120,347,CR(제어압연),893.0,6,3조,230.0
양품,한국,T,60,2500,13300,적용,2호기,1열,1142,156,1120,85,304,CR(제어압연),894.0,6,3조,226.0
양품,한국,T,61,2100,12300,적용,2호기,2열,1143,155,1122,87,301,CR(제어압연),901.0,6,3조,221.0
양품,한국,T,70,2300,15900,적용,1호기,1열,1140,117,1125,69,279,CR(제어압연),869.0,6,3조,256.0
양품,한국,T,70,2200,15300,적용,3호기,1열,1108,138,1117,78,278,CR(제어압연),876.0,6,3조,241.0
양품,한국,T,70,2200,13700,적용,1호기,2열,1135,140,1123,93,335,CR(제어압연),870.0,6,3조,253.0
양품,한국,T,70,2200,13700,적용,2호기,1열,1137,141,1121,74,281,CR(제어압연),876.0,6,3조,245.0
양품,한국,T,70,2300,15900,적용,3호기,2열,1138,148,1126,80,329,CR(제어압연),877.0,6,3조,249.0
양품,한국,T,70,2300,15900,적용,1호기,1열,1134,117,1123,75,294,CR(제어압연),881.0,6,3조,242.0
양품,한국,T,70,2300,15900,적용,1호기,2열,1142,143,1128,66,287,CR(제어압연),869.0,6,3조,259.0
양품,한국,T,75,2300,15400,적용,2호기,1열,1139,120,1123,65,243,CR(제어압연),876.0,6,3조,247.0
양품,한국,T,75,2300,15400,적용,3호기,1열,1117,131,1119,77,274,CR(제어압연),876.0,6,3조,243.0
양품,한국,T,75,2300,15400,적용,3호기,2열,1141,130,1128,76,281,CR(제어압연),876.0,6,3조,252.0
양품,한국,T,75,2300,15400,적용,1호기,1열,1138,122,1125,66,265,CR(제어압연),877.0,6,3조,248.0
양품,한국,T,75,2300,15400,적용,1호기,2열,1135,146,1126,77,318,CR(제어압연),878.0,6,3조,248.0
양품,한국,T,75,2300,15400,적용,2호기,1열,1131,117,1125,56,265,CR(제어압연),878.0,6,3조,247.0
양품,한국,T,75,2300,15400,적용,3호기,1열,1119,121,1119,70,258,CR(제어압연),878.0,6,3조,241.0
양품,한국,T,81,2900,9800,적용,2호기,2열,1139,132,1124,80,287,CR(제어압연),877.0,6,3조,247.0
양품,한국,T,75,1800,10500,적용,3호기,2열,1139,129,1125,65,278,CR(제어압연),877.0,6,3조,248.0
불량,한국,T,81,2100,13200,미적용,1호기,2열,1138,131,1128,55,271,CR(제어압연),876.0,6,3조,252.0
양품,한국,T,75,1800,10500,적용,2호기,2열,1140,139,1123,72,278,CR(제어압연),876.0,6,3조,247.0
양품,한국,T,81,2100,12900,적용,1호기,1열,1132,78,1122,71,208,CR(제어압연),842.0,6,3조,280.0
